Notice Identifier,Notice Type,Organisation Name,Status,Published Date,Title,Description,Nationwide,Postcode,Region,Cpv Codes,Contact Name,Contact Email,Contact Address 1,Contact Address 2,Contact Town,Contact Postcode,Contact Country,Contact Telephone,Contact Website,Attachments,Links,Additional Text,Start Date,End Date,Closing Date,Is sub-contract,Parent Reference,Suitable for SME,Suitable for VCO,Supply Chain,OJEU Contract Type,Value Low,Value High,Awarded Date,Awarded Value,Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE],Supplier's contact name,Contract start date,Contract end date,OJEU Procedure Type,Accelerated Justification,Closing Time
MRTN001-DN433725-91898953,Contract,London Borough of Merton,Awarded,2020-02-21T00:00:00Z,Young People's Risk and Resilience Service 2020,"An integrated Risk & Resilience Service to provide a range of complimentary services to provide holistic support to children and young people with a variety of needs and aspirations.

Scope

The range of services to be provided as part of a cohesive Risk & Resilience service offer are as follows:
- Specialist and targeted substance misuse treatment and prevention
- Missing from Home or Care
- Young People at Risk of or Experiencing Exploitation
- Targeted Detached Youth Interventions
- Wrap around support for multi-agency professionals contributing to prevention of Substance misuse, Missing and Exploitation as well as the broader promotion of sexual health",,,London,85000000,Murray Davies,murray.davies@merton.gov.uk,Civic Centre,London Rd,Morden,SM4 5DX,England,'+44 2085453069,http://www.merton.gov.uk/,,,This notice confirms award of the above contract,01/04/2020,31/03/2023,16/10/2019,YES,MRTN001-DN433725-36782143,Yes,Yes,No,Services,2100000,2100000,21/02/2020,2100000,"[Catch22 Charity Limited|27 Pear Tree Street
London 
EC1V 3AG|NONE||No|Yes]",,01/04/2020,31/03/2023,Open ,,
PR002806,Contract,"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",Awarded,2019-12-10T09:20:17Z,NHS England South (South East) - Integrated Healthcare Service to Sussex Adult prisons (HMPs Ford and Lewes),"NHS England South (South East) seeks to commission a lead provider model for Integrated Healthcare services to HMP Ford and HMP Lewes. The provider will be expected to deliver integrated patient centred care across the full range of health service specialties detailed in the service specification(s). NHS England will be using the most recently published, NHS Standard Contract for  Healthcare Service(s), including the APMS contract in Schedule 2L, and an NHS Personal Dental Services (PDS) contract for the Dental services provision. A tripartite agreement will be necessary between the Prime provider, the dental services provider and NHS England if the prime provider cannot hold a PDS contract in their own right. 
The contract is due to commence on 1st April 2020 (except for SMS at HMP Lewes). Contract duration is 7 years. 
Maximum total contract value; £42,235,000
This service will be commissioned as part of the overall Offender Health pathway within the prisons and as such this model will ensure an integrated, recovery orientated service delivery system both within the prisons and onwards into the community. The service will focus on delivering person-centred care within seamless, integrated structured clinical and psychosocial interventions/services in prison and facilitating arrangements through the gate into the community to ensure effective continuity of care.  
The services include (please see service specifications) 
•	General Practitioners Provision
•	Primary Care Nursing 
•	Dental services - HMP Lewes only
•	Pharmacy Services (Including mechanism for OOH provision).
•	Inpatient Unit facility at HMP Lewes
•	Substance Misuse Services (including Substance Misuse wing at HMP Lewes). (NB: Service delivery commencement for this element is deferred to 3rd October 2020 for HMP Lewes only. Provision at HMP Ford will commence on 1st April 2020). 
•	Optometry 
•	Podiatry
•	Audiology
•	Primary and Secondary Mental Health and Learning Disability Services
•	Health Promotion and Prevention
•	Appropriate administrative and data management support (including data intelligence and reporting resource; date and intelligence analysis)
•	Musculoskeletal therapies
•	Smoking cessation
•	Blood Born Viruses testing to include funding, access and delivery (including provision of testing facilities where necessary).
•	Consultant-led Pain management clinic(s)
•	Therapies
•	Sexual Health screening 

The preferred bidder will liaise with the SMS provider to ensure mobilisation of services under this contract from 3rd October 2020. 
NHS England will work with the provider to transfer the budget and responsibility for IM&T provision to them during the life of the contract, via a contract variation. 
In order to ensure the Provider can manage Escort and Bed Watch Services in an effective and efficient manner and to protect the Provider against significant costs that are out of their control, a risk share agreement scheme will be included within the contract.",,,South East,85000000,Louise Smith,scwcsu.procurement@nhs.net,SOUTH PLAZA,,BRISTOL,BS13NX,England,,,,,"Interested providers will be able to view the opportunity via the 'current tenders' list on In-Tend: https://in- tendhost.co.uk/scwcsu/aspx/Home
Alternatively you can view the opportunity directly by following the link below: https://in-tendhost.co.uk/scwcsu/aspx/ProjectManage/955
In order to submit a bid, you will need to register on the e-procurement portal and 'express an interest' and then complete all necessary questions as specified within the documents.
On registration, please include at least two contacts, to allow for access to the portal in times of absence. NHS England will not be liable for costs incurred by any interested party in participating in this exercise.
The services are healthcare services falling within Schedule 3 to the Public Contracts Regulations 2015 (""the Regulations"") which are not subject to the full regime of the Regulations, but is instead governed by the ""Light Touch Regime"" contained within Chapter 3, Section 7 of the Regulations (Regulations 74 to 77).
The tendering process will be conducted in accordance with the requirements and flexibilities provided by Articles 74 to 76 of the Directive, and Regulations 74 to 76 of the Regulations. The Authority will run a
transparent tender process, treating all Bidders equally. For the avoidance of doubt, the Authority will not be bound by the Regulations or the Treaty on the Functioning of the European Union or any other regulations or legislation except for the specific parts or circumstances that apply to the procurement of these Services.
Neither the inclusion of a Bidder selection stage, nor the use of any language or terms found in the Directive or Regulations, nor the description of the procedure voluntarily adopted by the Authority (""Open"", ""Restricted"", ""Competitive Procedure with Negotiation"", ""Competitive Dialogue"" or any other description), nor any other
indication, shall be taken to mean that the Authority intends to hold itself bound by the Directive or Regulations, save by the provisions applicable to services coming within the scope of Annex XIV of the Directive / Schedule 3 of the Regulations.
The Contracting Authority intends to voluntarily observe the award decision notices provisions and 10 day standstill period described in Regulation 86 of the Regulations. Unsuccessful Bidders will receive scores and reasons for the decision, including the characteristics and relative advantages of the winning bid and the reasons why the Bidder/application was unsuccessful. Deadline for lodging of appeals should be in accordance with Regulation 87 and Regulation 91 of the Regulations.",01/04/2020,31/03/2027,31/07/2019,YES,PR002806,Yes,Yes,No,Services,42235000,,29/10/2019,42235000,"[CARE UK HEALTH & REHABILITATION SERVICES LIMITED|Connaught House,850 The Crescent
COLCHESTER
Essex
CO4 9QB
GB|COMPANIES_HOUSE|10498997|No|No]",,01/04/2020,31/03/2027,OpenOJEU ,,
TOWER001-DN424247-15613054,Contract,Tower Hamlets,Awarded,2019-11-08T13:50:23Z,HAC5595 Needle Exchange and Harm Reduction Supplies,"Tower Hamlets is seeking expressions of interest from suitably qualified and experienced providers for the provision for Needle Exchange and Harm Reduction Supplies that can deliver good quality needle exchange packs, slamming packs and individual 'pick and mix' paraphernalia to a number of pharmacies and substance misuse services within the Borough.
Tower Hamlets Drug & Alcohol Action Team commissions a range of needle exchange and harm reduction provisions across the Borough, in accordance with National Institute for Health and Care Excellence (NICE) Guidelines on needle and syringe programmes (NICE Public Health Guidance 25, March 2014). 
The scheme aims to reduce the possible harms caused by injecting behaviour, by facilitating safe injecting practice. 
This is achieved by providing safe and sterile injecting equipment, providing harm reduction advice and signposting drug users to structured treatment services, thus increasing the number of clients engaged in the treatment system, reducing negative health implications and reducing drug related deaths.
Clients accessing needle exchange services are also encouraged to return used equipment for safe disposal, therefore reducing the risk caused by discarded hazardous paraphernalia on the general public.
Tower Hamlets is seeking a provider who can supply and deliver good quality needle exchange packs, slamming packs, individual 'pick and mix' paraphernalia and harm reduction items such as naloxone to a number of pharmacies and substance misuse services within the Borough.
The contract will be for a period of 3 year. The estimated contract value per annum is £60,000 - £70,000; however, this is an expenditure-based contract and the Council will not guarantee a minimum level of spend or funding.  
Tender to be submitted through the London Tender Portal - https://procontract.due-north.com/register",,,London,33140000 33141320 ,Julia Estruga,procurement@towerhamlets.gov.uk,Mulberry Place,,London,E14 2BG,England,'+44 2073640785,http://www.towerhamlets.gov.uk,,,"Single Supplier Framework for the delivery of supplies as stated in specifications.
",01/11/2019,31/10/2022,27/09/2019,NO,,Yes,Yes,No,Products,210000,210000,08/11/2019,210000,"[Orion Medical Supplies|Unit e14, Telford Road
Bicester 
Oxfordshire
OX26 4LD|NONE||Yes|No]",,10/11/2019,09/11/2022,Open ,,
LBSUT001-DN364890-15573284,Contract,London Borough of Sutton,Awarded,2019-01-29T17:25:55Z,Housing Support Service for Young People,"The London Borough of Sutton intends to commission a housing support service for homeless young people, Looked After Children and Care Leavers.

The service will assist Sutton to discharge its legal responsibilities to:
> Homeless young people aged 16 & 17 years
> Looked After Children and
> Care Leavers.

The service will provide short term housing support to 39 units of supported accommodation across 9 social housing properties in the borough and resettlement for residents who move on to independent accommodation.

The Provider will have the additional responsibility for carrying out housing management to furnished supported accommodation and to provide a flexible out of hours security concierge-type service.  These additional services will be funded through a Housing Benefit eligible rent and not the housing support contract.

Following an increase in the number of young people in need of supported accommodation and the predicted increase in demand, the current service requires remodelling to make best use of available properties, procure additional supported accommodation that can be used by young people and provide a planned and seamless journey towards independent living.  

To ensure that Looked After Children (aged 16 to 25 years), Care Leavers (up to age 25 years) and homeless young people (age 16-18) receive a well-planned service that leads to independence, this new service will be aligned with the Semi-Independent Accommodation Service to develop appropriate and effective pathways towards independence.

The service must be inclusive, balancing needs and managing associated risks of:

> Young people who are vulnerable due to age, immaturity, past experiences, emerging mental illness, substance misuse and/or vulnerability to sexual exploitation/abuse.
> Young people that present with challenging behaviour related to their past experiences, mental health and/or current substance misuse and/or anger management and/or offending
> Residents who may be both vulnerable and present a risk to others.",,,London,85000000 98000000 ,Fran Massiah,fran.massiah@sutton.gov.uk,Civic Offices,St Nicholas Way,Sutton,SM1 1EA,United Kingdom,'+44 2087705657,http://www.sutton.gov.uk/,,,,01/04/2019,31/03/2022,02/11/2018,NO,,Yes,Yes,No,Services,0,,24/12/2018,906700,[CAYSH|CR0 1FL|NONE||Yes|No],,01/04/2019,31/03/2022,Open ,,
PR001918 Award,Contract,"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",Awarded,2018-11-29T11:49:09Z,NHS England South (South Central) - Procurement for Healthcare Services for HMP Isle of Wight,"NHS England seeks to re-commission an outcome focused primary healthcare service, equivalent to that available to the local community, at HMP Isle of Wight.

The services being commissioned include (please see service specifications for further information and full lists of services required):

•	GP Provision, including Out-of-Hours service (OOH under a co-commissioning arrangement with Isle of  Wight CCG)
•	Primary Care Nursing
•	Pharmacy Services
•	18 bed inpatient unit, including End of Life care
•	Dental Services (contract commencement deferred to April 2019)
•	Podiatry
•	Optometry
•	Physiotherapy 
•	Integrated Substance Misuse Services
•	Primary and Secondary Mental Health Services

The key objectives of the service are: 

•	To improve the quality outcomes with the aim of achieving an equitable healthcare provision, in line with the local community, and reduce health inequalities
•	Develop a flexible consistent service, across both sites
•	Enhance access to high quality services
•	Improve value for money
•	Provide a greater range of in house services that greater reflect the needs of the population at HMP Isle of Wight
•	Reduction of the number of healthcare visits outside of the prison walls
•	Contribute to the reduction of reoffending
•	Integration of healthcare with the prison regime
•	Identification and reduction of health inequalities

NHS England may seek at a later date to commission consultant-led ADHD and Memory clinic services as part of this contract

The maximum total contract value for the service will be £25,588,000, inclusive of all specified service elements (including the integrated substance misuse service, BBV, GP out of hours and the dental service (the latter from 19/20 onwards)), but excluding escorts and bedwatches, which will be funded via a risk share arrangement (£640,000 per annum, prior to risk share mechanisms being applied). Please refer to the ITT documents for further information. (NB: the indicated maximum total funding levels elsewhere in this notice DO include escorts and bedwatches). The contract duration will be 5 years, due to commence on 01/04/18 (aside from Dental Services, which will commence on 1st April 2019)

Commissioners will not be liable for costs incurred by any interested party in participating in this process

Interested parties who wish to take part in the procurement are invited to take part in an Invitation To Tender (ITT) process, based on the Open procedure and designed to identify the Most Economically Advantageous Tender and therefore determine the incoming provider

The procurement will be conducted via the In-Tend portal & can be accessed via the 'current tenders' list on https://in-tendhost.co.uk/scwcsu/aspx/Home

In order to access the tender documentation, you will need to 'express an interest' and register on the system for full access. Bidders are required to respond to questions directly within In-Tend and attach any requested documents separately to the placeholders provided",,,South East,85000000,Tom Griffiths,tomgriffiths@nhs.net,"South Plaza, Marlborough Street",,Bristol,BS1 3NX,England,,https://in-tendhost.co.uk/scwcsu/aspx/Home,,,"All ITT responses must be returned by 12 Noon on 11th October 2017.
In the interests of encouraging collaborative working, any organisations that do not wish to bid for the entire contract, but would like their details to be shared with potential bidders as subcontractors or consortium partners should send contact details to ashley.preece@nhs.net at their earliest convenience, and these will be circulated via the e-tendering portal.
This procurement is being carried out by NHS South, Central & West Commissioning Support Unit (SCW) on behalf of the Commissioners.
Interested providers will be able to view the tender opportunity via the 'current tenders' list on the e-procurement system https://in-tendhost.co.uk/scwcsu/aspx/Home
In order to access the tender documentation you will need to 'express an interest' and register on the system. Bidders are required to respond to Selection & ITT questions directly within the system and attach any requested documents separately to the placeholders provided.
The services are healthcare services falling within Schedule 3 to the Public Contracts Regulations 2015 (""the Regulations"")  which are not subject to the full regime of the Regulations, but is instead governed by the ""Light Touch Regime"" contained within Chapter 3, Section 7 of the Regulations (Regulations 74 to 77).
The tendering process will be conducted in accordance with the requirements and flexibilities provided by Articles 74 to 76 of the Directive, and Regulations 74 to 76 of the Regulations. The Authority will run a transparent tender process, treating all Bidders equally. For the avoidance of doubt, the Authority will not be bound by the Regulations or the Treaty on the Functioning of the European Union or any other regulations or legislation except for the specific parts or circumstances that apply to the procurement of these Services.
Neither the inclusion of a Bidder selection stage, nor the use of any language or terms found in the Directive or Regulations, nor the description of the procedure voluntarily adopted by the Authority (""Open"", ""Restricted"", ""Competitive Procedure with Negotiation"", ""Competitive Dialogue"" or any other description), nor any other indication, shall be taken to mean that the Authority intends to hold itself bound by the Directive or Regulations, save by the provisions applicable to services coming within the scope of Annex XIV of the Directive / Schedule 3 of the Regulations.
The Contracting Authority intends to voluntarily observe the award decision notices provisions and 10 day standstill period described in Regulation 86 of the Regulations. Unsuccessful Bidders will receive scores and reasons for the decision, including the characteristics and relative advantages of the winning bid and the reasons why the Bidder/application was unsuccessful. Deadline for lodging of appeals should be in accordance with Regulation 87 and Regulation 91 of the Regulations",01/04/2018,31/03/2023,11/10/2017,YES,PR001918,Yes,No,No,Services,28788000,,03/01/2018,25588000,"[CARE UK HEALTH & REHABILITATION SERVICES LIMITED|Connaught House,850 The Crescent
COLCHESTER
Essex
CO4 9QB
GB|COMPANIES_HOUSE|10498997|No|No]",,01/04/2018,31/03/2023,Open ,,
BURY001-DN243569-99124769,Contract,Bury Council,Awarded,2017-09-11T16:34:56+01:00,Provision of Care at Home Service,"Bury Council is pleased to announce that it's Communities and Wellbeing department has concluded an extensive period of consultation and engagement to develop the councils Care at Home Service.

The council has been in ongoing consultation and engagement in order to develop a service that meets the needs of citizens of the borough who will access the service.

The new flexible type service has been developed through wide consultation and engagement with many different sectors, departments and stakeholders internal and external to the council. This new framework ensures that the customer is in full control of their support and allows providers to work more flexibly to meet assessed needs and promote self care.

The newly developed framework will be advertised and based on two lots.

The lots are described as follows:

Lot 1:
Service User Group : Adults over and under 65 , personal and social care  and support with non complex primary support needs of dementia, mental health conditions, physical disabilities, learning disabilities, sensory impairment, and substance misuse aged 18 and over. 

A Maximum of 12 providers will be required for the framework and the work divided between six zones where two providers will be allocated to each zone and allocated as main provider on alternate weeks for the purposes of accepting new referrals and managing provision.

Lot 2:
Service User Group : Adults over and under 65 , personal and  social care and support  with non complex primary support needs of dementia, mental health conditions, physical disabilities, learning disabilities, sensory impairment, and substance misuse aged 18 and over. 

There will be an initial maximum of 6 providers in this lot and it is expected that newly emerging entrants to the market in the borough and current providers who wish to remain at low volume (from 0 to 600 hours) who  will be accommodated on this framework. Lot 2 will be continually open to new market entrants based upon identified need for provision within the borough and zones to support capacity and needs within the borough.",,,North West,85320000,Jane Moulton,j.moulton@bury.gov.uk,3 Knowsley Place,Duke Street,Bury,BL9 0EJ,England,'+44 1612536270,http://www.bury.gov.uk/,,,,11/09/2017,10/09/2020,03/04/2017,NO,,Yes,Yes,No,Services,0,5000000,09/08/2017,5000000,"[Castlerock Recruitment Group Ltd|Unit 8 Tiger Court
Kings Drive
Kings Business Park
Prescot
Merseyside
L34 1BH|||No|No][Sky Futures Ltd t/a Choice Care|Suite 7 Blackburn Enterprise Centre, Furthergate, Blackburn, BB1 3HQ.|||Yes|No][Complete Care NW Ltd|Alexandra House 1-7 Taylor Street Bury, Bl9 6DT|||Yes|No][Complete Choice Care Services Limited|139 Spring Lane,
Radcliffe
Manchester
M26 2QX|||Yes|No][EVOLVE-Supporting Prospects (Trading name for EasyCare Ltd)|Unit 42, Bury Business Centre
Kay Street
Bury 
BL9 6BU|||Yes|No][Homecare For You Ltd|Suite 127
Building A
Glenfield Park
Philips Road
Blackburn
BB1 5PF|||Yes|No][Ryan J Godwin and Fallon Natalie Ann Godwin t/a Homecare Service|Glenfield Works, 67 Burnley Road East, Waterfoot, Rossendale, Lancs, BB4 9AR|||Yes|No][Complete Care Services|19 Navigation Business Village 
Navigation Way 
Preston
PR2 2YP|||Yes|No][ICare (GB) Ltd|Building 3
Kincraig Business Park
Kincraig Road
Blackpool
FY2 0PJ|||No|No][Keymen Associates Limited|11 Chorley New Road
Bolton
BL1 4QR|||No|No][Platinum Plus care ltd|Unit 38a Eton Business Park, Bury road, Radcliffe, Manchester, M26 2ZS|||Yes|No][Premier Care Limited|Premier House, Union Street, Pendlebury, Swinton, Manchester, M27 4HL|||Yes|No]",,11/09/2017,10/09/2020,Open ,,
BOURN001-DN254526-34300704,Contract,The Council of the Borough of Bournemouth,Awarded,2017-07-12T15:28:07+01:00,Provision of Housing First Support Service,"Bournemouth Council is looking to appoint a supplier to deliver a Housing First Service. 

The Service offers support for individuals who have a history of entrenched rough sleeping, who may have a history of failed accommodation placements and/or have struggled to engage with previous offers of support.

The Service Model offers immediate, secure long-term housing without any requirement to show capacity for tenancy readiness. In order to facilitate support, six units of accommodation will be sourced by the Service Commissioner in line with the minimum requirements of the Service Specification. 

The Service will provide intensive wrap-around support to individuals who have multiple complex needs, which may include substance or alcohol misuse, diagnosed or undiagnosed mental health issues, and anti-social behaviour/offending behaviour.

Support will focus on harm minimisation and engagement with substance misuse, mental health and/or other appropriate support agencies.

Support will decrease as the Service User moves towards independence. When the Service User no longer requires Housing First support, the Service Provider will develop an exit strategy to ensure that the Service User can successfully remain in the accommodation provided. The Housing First support resource will be transferred to a new Service User.

The length of the contract is for two years with the option to extend the contract annually for a further three years. Therefore, if all extensions were taken, the full length of the contract would be for five years. It is anticipated that the contract will start on 1 October 2017. TUPE will apply to this contract and needs to be considered.",,,South West,85000000 98000000 70333000 ,Strategic Procurement Team,procurement@bournemouth.gov.uk,Bournemouth Borough Council,"Town Hall, Bourne Avenue",Bournemouth,BH2 6DY,England,'+44 1202451417,http://www.supplyingthesouthwest.org.uk,,https://procontract.due-north.com/Advert?advertId=89a1a50e-6d26-e711-80df-005056b64545&p=696a9836-1895-e511-8105-000c29c9ba21 ,"Suppliers should search for the contract opportunity through Supplying the South West. There are further details of the contract opportunity on the advert published on www.supplyingthesouthwest.org.uk and instructions on how suppliers can access the procurement documentation for completion. 

Responses to the contract opportunity must be submitted electronically through www.supplyingthesouthwest.org.uk before the deadline shown on the system. 

If you are unable to access the advert for the opportunity through www.supplyingthesouthwest.org.uk please contact the Council using the contact details provided. 

A notice was sent to the European Journal regarding this opportunity on 28 April 2017.
",01/10/2017,30/09/2019,05/06/2017,NO,,Yes,No,No,Services,242500,,11/07/2017,242500,"[St Mungo Community Housing Association|5th Floor, 3 Thomas Moore Square, Tower Hill, London E1W 1WY|||No|Yes]",,01/10/2017,30/09/2019,Open ,,
CD1144/2,Contract,SUFFOLK COUNTY COUNCIL,Awarded,2017-03-10T15:25:08Z,The Suffolk Adult Drug and Alcohol Inpatient Detoxification and Residential Rehabilitation Framework,"Suffolk County Council is seeking to establish a Framework Agreement to provide in-patient detoxification and residential rehabilitation substance misuse services. 

Suffolk County Council currently commissions substance misuse treatment services in the community and this procurement seeks to build upon the options available to clients accessing treatment. 

The primary aim of inpatient detoxification is to provide the means for safe withdrawal from alcohol or drug(s) of dependence. Residential rehabilitation programmes provide intensive support and a structured programme of daily activities over a fixed period. Programmes differ on the basis of underlying philosophy, structure, intensity and duration.",,,East of England,85000000,Ashley Sale,ashley.sale@suffolk.gov.uk,"Suffolk County Council, Constantine House,  Constantine Road",,Ipswich,IP1 2DH,England,,www.suffolksourcing.co.uk,,,"The anticipated value of the framework is approximately £475,000 GBP per annum based on current budgets. However, no guarantee or commitment as to the initial and future value of any work arising from this framework can be given.

The framework will consist of 7 lots and the 5 providers with the highest overall score in each lot will, providing they meet the minimum standards and the Council decides to proceed, be awarded a place on the framework. Providers will be ranked in each lot according to their score achieved as per the award criteria stated within the tender documentation.

The framework will be available for use by Suffolk County Council and may also be made available to other public contracting authorities within the geographical boundaries of the East of England including East Anglia, Bedfordshire and Hertfordshire and Essex inclusive of all county councils, district and borough councils and health authorities. It is becoming established practice for government bodies to work closely together and share contract opportunities. Suffolk County Council will promote this framework to other contracting authorities in the eastern region.

At the Councils discretion, the framework may be re-opened (in whole or in part) once each framework year (or more often if required), to allow the Council to fill any gaps on the framework or to fill any gaps which may have arisen as a result of any of the service providers appointed to the framework being suspended or removed from the framework for any reason or where there is a legitimate requirement for increased capacity on the framework. Any new entrants will be required to meet the original tender requirements before being appointed to the framework. Existing Providers would be invited to re-submit their tender response should they wish to do so.

To express an interest in this tendering opportunity and to be able to access and download the Tender document you will
need to register onto the Suffolk Sourcing System. See website address below;
www.suffolksourcing.co.uk
Once you have accessed the Suffolk Sourcing website click on the ""Register as a Supplier"" link.
Click on the ""User Guides"" link if you require guidance on registering your organisation and setting up system users. The
guides also explain how to download tender documents and respond to tender opportunities.
If you require any further help or assistance, please go to the ""Contact Us"" link at the top of the website page.",01/04/2017,31/03/2022,11/11/2016,YES,CD1144,Yes,Yes,No,Services,0,2375000,31/01/2017,0,"[ANA Treatment Centres|Fleming House Waterworks Rd Portsmouth PO6 1NJ|||No|No][Addaction|67-69 Cowcross Street, London EC1M 6PU|||No|No][Broadreach House|Unit 2 Richmond Walk Plymouth PL1 4LL|||No|No][Broadway Lodge|37 Totterdown Lane Weston-Super-Mare BS24 9NN|||No|No][Hebron Trust|12 Stanley Avenue, Norwich NR7 0BE|||No|No][Equinox|Waterloo Gardens, London N1 1TY|||No|No][Ley Community Drug Services|26 Sandy Lane, Oxfordshire OX5 1PB|||No|No][Phoenix Futures|3rd Floor ASRA House 1 Long Lane, London SE1 4PG|||No|No][Talitha Koum|The Orwell Centre, 114 Fore Hamlet, Ipswich IP3 8AF|||No|No][The Providence Projects|17 Carysfort Road, Bournemouth BH1 4EJ|||No|No][The Recovery Hub|175 Felixstowe Road, Ipswich IP3 8EB|||No|No][Turning Point|Standon House, 21 Mansell Street, London E1 8AA|||No|No][Western Counselling|18 Whitecross Road, Weston-Super-Mare BS23 1EW|||No|No][Westminster Drug Project|Kingsway House, 103 Kingsway, London WC2B 6QX|||No|No][Yeldall Manor|Bear Lane, Hare Hatch, Reading, Berkshire RG10 9XR|||No|No]",,01/04/2017,31/03/2020,Open ,,
LPT 00000030 - AWARD,Contract,Leicestershire Partnership NHS Trust,Awarded,2017-02-27T10:01:22Z,Prison Healthcare Framework T.LPT.032 - AWARD,"Leicestershire Partnership NHS Trust LPT) provides prison healthcare services to a number of prisons in the East Midlands.  We aim to provide the best possible care to patients through an integrated healthcare service comparable to that provided in the wider community.  This is delivered by a multidisciplinary team of practitioners comprising:
      - GP/ primary care practitioners
      - Physical and mental health qualified nurses
      - Health care support workers 
      - Pharmacy technicians
      - Substance misuse workers (clinical and psychosocial)  
      - Specialist practitioners providing sexual health, optometry and therapy services 
      - Healthcare administrators/ reception staff
      
      We provide a wide range of mental and physical healthcare services together with substance misuse services. Our specialist prison pharmacy service provides medicines management services, working with the team to ensure the effective prescribing, dispensing and review of medicines.  
      
      Registered nurses provide reception screening to every prisoner on arrival undertaking a full health needs assessment, with onward referral to the appropriate practitioner where necessary.  Prisoners can self-refer during their stay.
      
      LPT is bidding to provide healthcare services at HMP Gartree. If successful LPT will provide healthcare services in six Lots:-
      1 Dental Services
      2 Primary Care & GP Services
      3 Optometry
      4 Physiotherapy
      5 Sexual Health GUM
      6 Sexual Health Support
      
      LPT is therefore looking to put in place a framework of suppliers to provide the above services. NHS England will announce the Preferred Supplier for HMP Gartree in December 2016. Therefore, if successful, it is likely that LPT will run a call-off mini-competition in January 2017 from suppliers appointed to the framework. LPT will also be bidding to supply healthcare services at HMP Leicester and HMP & YOI Glen Parva and therefore, if successful for these tenders, will run further mini-competitions anticipated to be either later in 2017 or early 2018.
      
      This procurement is being run as an Open competition under the OJEU Light Touch regime.
      
      Suppliers who are interested in applying to be a framework supplier for one or more Lots must register on and submit a tender through the In-Tend electronic tendering system:-
      
      https://in-tendhost.co.uk/leicspart/aspx/Home",,LE3 8TB,Any region,85100000 85141220 85142100 85131000 85140000 85160000 85141200 85121100 85121000 85141000 ,Lucas Ortega,lucas.ortega@leicspart.nhs.uk,County Hall,Glenfield,Leicester,LE3 8TB,United Kingdom,0116 2950431,www.leicspart.nhs.uk,,,,03/01/2017,02/01/2021,11/11/2016,NO,,No,No,No,Services,0,,22/02/2017,0,"[Bushloe Surgery|Two Steeples Medical Centre, Abington Close, Wigston, Leicestershire, United Kingdom, LE18 2EW|||No|No][DentSecure|MODY, knightongrange raod, leicester, leicestershire, United Kingdom, LE2 2LF|||No|No][Forensic Eyecare Limited|6 Fairfield Close, Solihull, West Midlands, United Kingdom, B91 IJF|||No|No][LASS and LASS social enterprise|53 Regent Road, Leicester, United Kingdom, LE1 6YF|||No|No][McFarlane Physiotherapy and Sports Injury Consultancy|Carlton House, Suite 1D, 28 Regent Road, Leicester, United Kingdom, LE1 6YH|||No|No][Premier Physical Healthcare|Stonebridge House, Chelmsford Road, Hatfield Heath, Essex, United Kingdom, CM22 7BD|||No|No][Time for Teeth Limited|2A Church Street, Bingham, Nottingham, Nottinghamshire, United Kingdom, NG13 8AL|||No|No]",,03/01/2017,02/01/2021,Open ,,
A9UA-UE4Y0F-AAJN-ASF9DS,Contract,Wolverhampton City Council,Awarded,2016-06-02T17:24:15+01:00,PP16042 Service User Involvement Service,City of Wolverhampton Council is seeking to commission the Service User Involvement Service. The service offers peer led support for adult drug and alcohol users (aged 18 years and above) using local people who have experienced substance misuse and who have experience of local services through their own use of them. The focus is on recovery orientated support that is client/needs based rather than organisationally determined. This reinforces the need for co-ordination and collaboration between the different agencies within Wolverhampton specialist substance misuse treatment system. The service specification is for an organisation to retain and build on the current provision.,,WV1 1RL,West Midlands,75200000 85000000 98000000 ,Karlene Stokes,karlene.stokes@wolverhampton.gov.uk,Civic Centre,St Peters Square,Wolverhampton,WV1 1RL,UK,01902 552205,,,,Instructions to Suppliers: Go to www.wolverhamptontenders.com ,01/12/2016,31/03/2018,04/07/2016,NO,,No,Yes,No,Services,165000,174000,14/09/2016,170198,"[Wolverhampton Voluntary Sector Council|16, Temple Street, WV2 4AN, West Midlands|||Yes|Yes]",,01/12/2016,31/03/2018,Open ,,
